"magpiecell","basincode"
"AUS.54202",62364
"AUS.54203",62364
"AUS.54204",62364
"AUS.54205",62364
"AUS.54206",62727
"AUS.54207",62727
"AUS.54208",62727
"AUS.54209",62606
"AUS.54210",62486
"AUS.54211",62488
"AUS.54212",62489
"AUS.54213",62490
"AUS.54214",62490
"AUS.54215",62492
"JPN.54216",62501
"JPN.54217",62386
"JPN.54218",62387
"JPN.54219",62387
"AUS.54220",62568
"AUS.54221",62691
"AUS.54222",62333
"AUS.54223",62923
"AUS.54224",62923
"AUS.54225",62923
"AUS.54226",62923
"AUS.54227",62923
"AUS.54228",62923
"AUS.54229",62818
"AUS.54230",62818
"AUS.54231",62818
"AUS.54232",62818
"AUS.54233",62818
"AUS.54234",62818
"AUS.54235",62818
"AUS.54236",62818
"AUS.54237",62818
"AUS.54238",62818
"AUS.54239",62818
"AUS.54240",62818
"AUS.54241",62818
"AUS.54242",62818
"AUS.54243",62818
"AUS.54244",62818
"AUS.54245",62818
"AUS.54246",62476
"AUS.54247",62476
"AUS.54248",62476
"AUS.54249",62476
"AUS.54250",62364
"AUS.54251",62364
"AUS.54252",62364
"AUS.54253",62364
"AUS.54254",62727
"AUS.54255",62727
"AUS.54256",62727
"AUS.54257",62727
"AUS.54258",62609
"AUS.54259",62609
"AUS.54260",62611
"JPN.54261",62624
"JPN.54262",62387
"JPN.54263",62387
"JPN.54264",62627
"JPN.54265",62628
"AUS.54266",62688
"AUS.54267",62691
"AUS.54268",62691
"AUS.54269",62693
"AUS.54270",62923
"AUS.54271",62923
"AUS.54272",62923
"AUS.54273",62923
"AUS.54274",62923
"AUS.54275",62818
"AUS.54276",62818
"AUS.54277",62818
"AUS.54278",62818
"AUS.54279",62818
"AUS.54280",62818
"AUS.54281",62818
"AUS.54282",62818
"AUS.54283",62818
"AUS.54284",62818
"AUS.54285",62818
"AUS.54286",62818
"AUS.54287",62818
"AUS.54288",62818
"AUS.54289",62818
"AUS.54290",62818
"AUS.54291",62818
"AUS.54292",62818
"AUS.54293",62476
"AUS.54294",62818
"AUS.54295",62818
"AUS.54296",62364
"AUS.54297",62364
"AUS.54298",62364
"AUS.54299",62364
"AUS.54300",62842
"AUS.54301",62842
"AUS.54302",62727
"AUS.54303",62727
"AUS.54304",62728
"AUS.54305",62732
"JPN.54306",62744
"JPN.54307",62744
"JPN.54308",62746
"JPN.54309",62747
"AUS.54310",62804
"AUS.54311",62805
"AUS.54312",62808
"AUS.54313",62808
"AUS.54314",62923
"AUS.54315",62923
"AUS.54316",62923
"AUS.54317",62923
"AUS.54318",62923
"AUS.54319",62818
"AUS.54320",62818
"AUS.54321",62818
"AUS.54322",62818
"AUS.54323",62818
"AUS.54324",62818
"AUS.54325",62818
"AUS.54326",62818
"AUS.54327",62818
"AUS.54328",62818
"AUS.54329",62818
"AUS.54330",62818
"AUS.54331",62818
"AUS.54332",62818
"AUS.54333",62818
"AUS.54334",62818
"AUS.54335",62818
"AUS.54336",62818
"AUS.54337",62818
"AUS.54338",62818
"AUS.54339",62818
"AUS.54340",62364
"AUS.54341",62364
"AUS.54342",63406
"AUS.54343",63406
"AUS.54344",62842
"AUS.54345",62842
"AUS.54346",62842
"JPN.54347",62854
"JPN.54348",62744
"JPN.54349",62744
"JPN.54350",62858
"JPN.54351",62858
"AUS.54352",62917
"AUS.54353",62919
"AUS.54354",62920
"AUS.54355",62921
"AUS.54356",62923
"AUS.54357",62923
"AUS.54358",62923
"AUS.54359",62923
"AUS.54360",62923
"AUS.54361",62923
"AUS.54362",62818
"AUS.54363",62818
"AUS.54364",62818
"AUS.54365",62818
"AUS.54366",62818
"AUS.54367",62818
"AUS.54368",62818
"AUS.54369",62818
"AUS.54370",62818
"AUS.54371",62818
"AUS.54372",62818
"AUS.54373",62818
"AUS.54374",62818
"AUS.54375",62818
"AUS.54376",62818
"AUS.54377",62818
"AUS.54378",62818
"AUS.54379",62818
"AUS.54380",62818
"AUS.54381",62818
"AUS.54382",62818
"AUS.54383",62818
"AUS.54384",63406
"AUS.54385",63406
"AUS.54386",63406
"AUS.54387",63067
"AUS.54388",62955
"JPN.54389",62967
"JPN.54390",62967
"JPN.54391",62967
"JPN.54392",63204
"JPN.54393",62971
"AUS.54394",63029
"AUS.54395",63032
"AUS.54396",62922
"AUS.54397",62922
"AUS.54398",62923
"AUS.54399",62923
"AUS.54400",62923
"AUS.54401",62923
"AUS.54402",62923
"AUS.54403",62818
"AUS.54404",62818
"AUS.54405",62818
"AUS.54406",62818
"AUS.54407",62818
"AUS.54408",62818
"AUS.54409",62818
"AUS.54410",62818
"AUS.54411",62818
"AUS.54412",62818
"AUS.54413",62818
"AUS.54414",62818
"AUS.54415",62818
"AUS.54416",62818
"AUS.54417",62818
"AUS.54418",62818
"AUS.54419",62818
"AUS.54420",62818
"AUS.54421",62818
"AUS.54422",62818
"AUS.54423",62818
"AUS.54424",62818
"AUS.54425",63406
"AUS.54426",63406
"AUS.54427",63406
"AUS.54428",63406
"AUS.54429",63067
"AUS.54430",63067
"JPN.54431",63084
"JPN.54432",63084
"JPN.54433",63199
"JPN.54434",63204
"JPN.54435",63204
"JPN.54436",63089
"AUS.54437",63145
"AUS.54438",63031
"AUS.54439",63032
"AUS.54440",62922
"AUS.54441",62922
"AUS.54442",63383
"AUS.54443",63383
"AUS.54444",63383
"AUS.54445",63383
"AUS.54446",62923
"AUS.54447",62818
"AUS.54448",62818
"AUS.54449",63383
"AUS.54450",62818
"AUS.54451",62818
"AUS.54452",62818
"AUS.54453",62818
"AUS.54454",62818
"AUS.54455",62818
"AUS.54456",62818
"AUS.54457",62818
"AUS.54458",62818
"AUS.54459",62818
"AUS.54460",62818
"AUS.54461",62818
"AUS.54462",62818
"AUS.54463",62818
"AUS.54464",62818
"AUS.54465",62818
"AUS.54466",62818
"AUS.54467",62818
"AUS.54468",63406
"AUS.54469",63406
"AUS.54470",63406
"AUS.54471",63406
"AUS.54472",63406
"AUS.54473",63183
"JPN.54474",63199
"JPN.54475",63199
"JPN.54476",63670
"JPN.54477",63670
"JPN.54478",63204
"JPN.54479",63204
"AUS.54480",63256
"AUS.54481",63256
"AUS.54482",63256
"AUS.54483",63256
"AUS.54484",62922
"AUS.54485",63256
"AUS.54486",63256
"AUS.54487",63383
"AUS.54488",63383
"AUS.54489",63383
"AUS.54490",63383
"AUS.54491",63383
"AUS.54492",63383
"AUS.54493",63383
"AUS.54494",63383
"AUS.54495",62818
"AUS.54496",62818
"AUS.54497",62818
"AUS.54498",62818
"AUS.54499",62818
"AUS.54500",62818
"AUS.54501",62818
"AUS.54502",62818
"AUS.54503",62818
"AUS.54504",62818
"AUS.54505",62818
"AUS.54506",62818
"AUS.54507",62818
"AUS.54508",62818
"AUS.54509",62818
"AUS.54510",62818
"AUS.54511",62818
"AUS.54512",63406
"AUS.54513",63406
"AUS.54514",63406
"AUS.54515",63406
"AUS.54516",63406
"AUS.54517",63293
"JPN.54518",63310
"JPN.54519",63428
"JPN.54520",63670
"JPN.54521",63670
"JPN.54522",63315
"JPN.54523",63315
"AUS.54524",63369
"AUS.54525",63370
"AUS.54526",63256
"AUS.54527",63256
"AUS.54528",63256
"AUS.54529",63256
"AUS.54530",63256
"AUS.54531",63256
"AUS.54532",63383
"AUS.54533",63383
"AUS.54534",63383
"AUS.54535",63383
"AUS.54536",63383
"AUS.54537",63383
"AUS.54538",63383
"AUS.54539",63383
"AUS.54540",62818
"AUS.54541",62818
"AUS.54542",62818
"AUS.54543",62818
"AUS.54544",62818
"AUS.54545",62818
"AUS.54546",62818
"AUS.54547",62818
"AUS.54548",62818
"AUS.54549",62818
"AUS.54550",62818
"AUS.54551",62818
"AUS.54552",62818
"AUS.54553",62818
"AUS.54554",62818
"AUS.54555",63406
"AUS.54556",63406
"AUS.54557",63406
"AUS.54558",63406
"AUS.54559",63406
"AUS.54560",63406
"AUS.54561",63406
"JPN.54562",63427
"JPN.54563",63428
"JPN.54564",63670
"JPN.54565",63670
"JPN.54566",63315
"JPN.54567",63315
"JPN.54568",63316
"JPN.54569",63434
"AUS.54570",63489
"AUS.54571",63367
"AUS.54572",63369
"AUS.54573",63369
"AUS.54574",63370
"AUS.54575",63256
"AUS.54576",63256
"AUS.54577",63256
"AUS.54578",63256
"AUS.54579",63256
"AUS.54580",63256
"AUS.54581",63383
"AUS.54582",63383
"AUS.54583",63383
"AUS.54584",63383
"AUS.54585",63383
"AUS.54586",63383
"AUS.54587",63383
"AUS.54588",63383
"AUS.54589",63383
"AUS.54590",62818
"AUS.54591",62818
"AUS.54592",62818
"AUS.54593",62818
"AUS.54594",62818
"AUS.54595",62818
"AUS.54596",62818
"AUS.54597",62818
"AUS.54598",62818
"AUS.54599",62818
"AUS.54600",62818
"AUS.54601",62818
"AUS.54602",62818
"AUS.54603",63653
"AUS.54604",63653
"AUS.54605",63406
"AUS.54606",63406
"AUS.54607",63406
"AUS.54608",63406
"AUS.54609",63529
"AUS.54610",63529
"JPN.54611",63546
"JPN.54612",63670
"JPN.54613",63670
"JPN.54614",63671
"JPN.54615",63675
"JPN.54616",63675
"JPN.54617",63434
"JPN.54618",63434
"JPN.54619",63435
"JPN.54620",63436
"JPN.54621",63437
"JPN.54622",63557
"JPN.54623",63559
"JPN.54624",63560
"JPN.54625",63561
"AUS.54626",63612
"AUS.54627",63367
"AUS.54628",63369
"AUS.54629",63369
"AUS.54630",63370
"AUS.54631",63256
"AUS.54632",63256
"AUS.54633",63256
"AUS.54634",63256
"AUS.54635",63256
"AUS.54636",63256
"AUS.54637",63383
"AUS.54638",63383
"AUS.54639",63383
"AUS.54640",63383
"AUS.54641",63383
"AUS.54642",63383
"AUS.54643",63383
"AUS.54644",63383
"AUS.54645",63383
"AUS.54646",62818
"AUS.54647",62818
"AUS.54648",62818
"AUS.54649",62818
"AUS.54650",62818
"AUS.54651",62818
"AUS.54652",62818
"AUS.54653",62818
"AUS.54654",62818
"AUS.54655",62818
"AUS.54656",62818
"AUS.54657",62818
"AUS.54658",62818
"AUS.54659",63653
"AUS.54660",63653
"AUS.54661",63653
"AUS.54662",63653
"AUS.54663",63653
"AUS.54664",63653
"AUS.54665",63653
"AUS.54666",63653
"JPN.54667",63672
"JPN.54668",63673
"JPN.54669",63674
"JPN.54670",63675
"JPN.54671",63792
"JPN.54672",63436
"JPN.54673",63436
"JPN.54674",63437
"JPN.54675",63680
"JPN.54676",63682
"JPN.54677",63684
"JPN.54678",63685
"AUS.54679",63730
"AUS.54680",63612
"AUS.54681",63612
"AUS.54682",63369
"AUS.54683",63369
"AUS.54684",63256
"AUS.54685",63256
"AUS.54686",63256
"AUS.54687",63256
"AUS.54688",63256
"AUS.54689",63256
"AUS.54690",63256
"AUS.54691",63256
"AUS.54692",63383
"AUS.54693",63383
"AUS.54694",63985
"AUS.54695",63383
"AUS.54696",63383
"AUS.54697",63383
"AUS.54698",63383
"AUS.54699",63383
"AUS.54700",62818
"AUS.54701",62818
"AUS.54702",62818
"AUS.54703",62818
"AUS.54704",62818
"AUS.54705",62818
"AUS.54706",62818
"AUS.54707",62818
"AUS.54708",62818
"AUS.54709",62818
"AUS.54710",62818
"AUS.54711",62818
"AUS.54712",63653
"AUS.54713",63653
"AUS.54714",63653
"AUS.54715",63653
"AUS.54716",63653
"AUS.54717",63654
"AUS.54718",63654
"AUS.54719",63654
"AUS.54720",63654
"AUS.54721",63654
"AUS.54722",63773
"JPN.54723",63792
"JPN.54724",63792
"JPN.54725",63792
"JPN.54726",63918
"JPN.54727",63797
"JPN.54728",63798
"JPN.54729",63801
"JPN.54730",63802
"AUS.54731",63845
"AUS.54732",63612
"AUS.54733",63612
"AUS.54734",63256
"AUS.54735",63256
"AUS.54736",63256
"AUS.54737",63256
"AUS.54738",63256
"AUS.54739",63256
"AUS.54740",63256
"AUS.54741",63256
"AUS.54742",63256
"AUS.54743",63256
"AUS.54744",63256
"AUS.54745",63985
"AUS.54746",63985
"AUS.54747",63985
"AUS.54748",63985
"AUS.54749",63985
"AUS.54750",62818
"AUS.54751",62818
"AUS.54752",62818
"AUS.54753",62818
"AUS.54754",62818
"AUS.54755",62818
"AUS.54756",62818
"AUS.54757",62818
"AUS.54758",62818
"AUS.54759",62818
"AUS.54760",62818
"AUS.54761",62818
"AUS.54762",62818
"AUS.54763",62818
"AUS.54764",62818
"AUS.54765",63653
"AUS.54766",63653
"AUS.54767",63653
"AUS.54768",63654
"AUS.54769",63654
"AUS.54770",63654
"AUS.54771",63654
"AUS.54772",63654
"AUS.54773",63773
"AUS.54774",63773
"AUS.54775",63774
"AUS.54776",63775
"AUS.54777",63891
"AUS.54778",63892
"AUS.54779",63893
"AUS.54780",63894
"AUS.54781",63895
"AUS.54782",63896
"AUS.54783",63897
"JPN.54784",63915
"JPN.54785",63916
"JPN.54786",63917
"JPN.54787",63919
"JPN.54788",63802
"JPN.54789",63802
"JPN.54790",63922
"JPN.54791",63923
"JPN.54792",63924
"AUS.54793",63968
"AUS.54794",63612
"AUS.54795",63612
"AUS.54796",63256
"AUS.54797",63256
"AUS.54798",63256
"AUS.54799",63256
"AUS.54800",63256
"AUS.54801",63256
"AUS.54802",63256
"AUS.54803",63256
"AUS.54804",63256
"AUS.54805",63256
"AUS.54806",63256
"AUS.54807",63256
"AUS.54808",63985
"AUS.54809",63985
"AUS.54810",63985
"AUS.54811",63985
"AUS.54812",63985
"AUS.54813",62818
"AUS.54814",62818
"AUS.54815",62818
"AUS.54816",62818
"AUS.54817",62818
"AUS.54818",62818
"AUS.54819",62818
"AUS.54820",62818
"AUS.54821",62818
"AUS.54822",62818
"AUS.54823",62818
"AUS.54824",62818
"AUS.54825",62818
"AUS.54826",62818
"AUS.54827",63653
"AUS.54828",63653
"AUS.54829",63653
"AUS.54830",63654
"AUS.54831",63654
"AUS.54832",63654
"AUS.54833",63654
"AUS.54834",63654
"AUS.54835",63773
"AUS.54836",63774
"AUS.54837",63774
"AUS.54838",63891
"AUS.54839",63891
"AUS.54840",63892
"AUS.54841",63893
"AUS.54842",63895
"AUS.54843",63895
"AUS.54844",63896
"AUS.54845",63897
"AUS.54846",64021
"AUS.54847",64022
"JPN.54848",63919
"JPN.54849",63802
"JPN.54850",63802
"JPN.54851",63923
"JPN.54852",63923
"JPN.54853",64046
"AUS.54854",64098
"AUS.54855",64098
"AUS.54856",63256
"AUS.54857",63256
"AUS.54858",63256
"AUS.54859",63256
"AUS.54860",63256
"AUS.54861",63256
"AUS.54862",63256
"AUS.54863",63256
"AUS.54864",63256
"AUS.54865",63256
"AUS.54866",63256
"AUS.54867",63256
"AUS.54868",63256
"AUS.54869",63985
"AUS.54870",63985
"AUS.54871",63985
"AUS.54872",63985
"AUS.54873",63985
"AUS.54874",63985
"AUS.54875",62818
"AUS.54876",62818
"AUS.54877",62818
"AUS.54878",62818
"AUS.54879",62818
"AUS.54880",62818
"AUS.54881",62818
"AUS.54882",62818
"AUS.54883",62818
"AUS.54884",62818
"AUS.54885",62818
"AUS.54886",62818
"AUS.54887",62818
"AUS.54888",63653
"AUS.54889",63653
"AUS.54890",63653
"AUS.54891",63654
"AUS.54892",63654
"AUS.54893",63654
"AUS.54894",63773
"AUS.54895",63773
"AUS.54896",63774
"AUS.54897",63774
"AUS.54898",63891
"AUS.54899",63891
"AUS.54900",63891
"AUS.54901",63892
"AUS.54902",63893
"AUS.54903",63895
"AUS.54904",63895
"AUS.54905",63897
"AUS.54906",63897
"AUS.54907",64151
"AUS.54908",64152
"JPN.54909",64168
"JPN.54910",64408
"JPN.54911",63802
"JPN.54912",63802
"JPN.54913",63923
"JPN.54914",64173
"AUS.54915",64223
"AUS.54916",64097
"AUS.54917",64098
"AUS.54918",63256
"AUS.54919",63256
"AUS.54920",63256
"AUS.54921",63256
"AUS.54922",63256
"AUS.54923",63256
"AUS.54924",63256
"AUS.54925",63256
"AUS.54926",63256
"AUS.54927",63256
"AUS.54928",63256
"AUS.54929",63256
"AUS.54930",63256
"AUS.54931",63256
"AUS.54932",63985
"AUS.54933",63985
"AUS.54934",63985
"AUS.54935",63985
"AUS.54936",63985
"AUS.54937",62818
"AUS.54938",62818
"AUS.54939",62818
"AUS.54940",62818
"AUS.54941",62818
"AUS.54942",62818
"AUS.54943",62818
"AUS.54944",62818
"AUS.54945",62818
"AUS.54946",62818
"AUS.54947",62818
"AUS.54948",62818
"AUS.54949",62818
"AUS.54950",63653
"AUS.54951",63653
"AUS.54952",63653
"AUS.54953",63653
"AUS.54954",63654
"AUS.54955",63773
"AUS.54956",63773
"AUS.54957",63773
"AUS.54958",63774
"AUS.54959",63774
"AUS.54960",63891
"AUS.54961",63891
"AUS.54962",63891
"AUS.54963",63892
"AUS.54964",63893
"AUS.54965",63895
"AUS.54966",63895
"AUS.54967",64275
"AUS.54968",64276
"JPN.54969",64292
"JPN.54970",64408
"JPN.54971",64408
"JPN.54972",64296
"JPN.54973",64296
"AUS.54974",64343
"AUS.54975",64451
"AUS.54976",64451
"AUS.54977",63256
"AUS.54978",63256
"AUS.54979",63256
"AUS.54980",63256
"AUS.54981",63256
"AUS.54982",63256
"AUS.54983",63256
"AUS.54984",63256
"AUS.54985",63256
"AUS.54986",63256
"AUS.54987",63256
"AUS.54988",63256
"AUS.54989",63256
"AUS.54990",63256
"AUS.54991",63256
"AUS.54992",63256
"AUS.54993",63985
"AUS.54994",63985
"AUS.54995",63985
"AUS.54996",63985
"AUS.54997",63985
"AUS.54998",62818
"AUS.54999",62818
"AUS.55000",62818
"AUS.55001",62818
"AUS.55002",62818
"AUS.55003",62818
"AUS.55004",62818
"AUS.55005",62818
"AUS.55006",62818
"AUS.55007",62818
"AUS.55008",62818
"AUS.55009",63653
"AUS.55010",63653
"AUS.55011",63653
"AUS.55012",63653
"AUS.55013",63773
"AUS.55014",63773
"AUS.55015",63773
"AUS.55016",63773
"AUS.55017",63891
"AUS.55018",63891
"AUS.55019",63891
"AUS.55020",63891
"AUS.55021",64392
"AUS.55022",64392
"AUS.55023",64392
"JPN.55024",64408
"JPN.55025",64408
"JPN.55026",64512
"AUS.55027",64451
"AUS.55028",64551
"AUS.55029",63256
"AUS.55030",63256
"AUS.55031",63256
"AUS.55032",63256
"AUS.55033",63256
"AUS.55034",63256
"AUS.55035",63256
"AUS.55036",63256
"AUS.55037",63256
"AUS.55038",63256
"AUS.55039",63256
"AUS.55040",63256
"AUS.55041",63256
"AUS.55042",63256
"AUS.55043",63256
"AUS.55044",63256
"AUS.55045",63256
"AUS.55046",63256
"AUS.55047",63256
"AUS.55048",63985
"AUS.55049",63985
"AUS.55050",63985
"AUS.55051",63985
"AUS.55052",63985
"AUS.55053",62818
"AUS.55054",62818
"AUS.55055",62818
"AUS.55056",62818
"AUS.55057",62818
"AUS.55058",62818
"AUS.55059",62818
"AUS.55060",62818
"AUS.55061",62818
"AUS.55062",63653
"AUS.55063",63653
"AUS.55064",63653
"AUS.55065",63773
"AUS.55066",63773
"AUS.55067",63773
"AUS.55068",63891
"AUS.55069",63891
"AUS.55070",63891
"AUS.55071",63891
"AUS.55072",64499
"AUS.55073",64499
"AUS.55074",64499
"JPN.55075",64510
"JPN.55076",64510
"AUS.55077",64546
"AUS.55078",64547
"AUS.55079",64551
"AUS.55080",64551
"AUS.55081",63256
"AUS.55082",63256
"AUS.55083",63256
"AUS.55084",63256
"AUS.55085",63256
"AUS.55086",63256
"AUS.55087",63256
"AUS.55088",63256
"AUS.55089",63256
"AUS.55090",63256
"AUS.55091",63256
"AUS.55092",63256
"AUS.55093",63256
"AUS.55094",63256
"AUS.55095",63256
"AUS.55096",63256
"AUS.55097",63256
"AUS.55098",63256
"AUS.55099",63256
"AUS.55100",63256
"AUS.55101",63985
"AUS.55102",63985
"AUS.55103",63985
"AUS.55104",63985
"AUS.55105",63985
"AUS.55106",62818
"AUS.55107",62818
"AUS.55108",62818
"AUS.55109",62818
"AUS.55110",62818
"AUS.55111",62818
"AUS.55112",62818
"AUS.55113",63653
"AUS.55114",63653
"AUS.55115",65142
"AUS.55116",65142
"AUS.55117",65142
"AUS.55118",63773
"AUS.55119",63891
"AUS.55120",63891
"AUS.55121",63891
"AUS.55122",63891
"AUS.55123",64499
"AUS.55124",64499
"AUS.55125",64597
"JPN.55126",64610
"JPN.55127",64611
"AUS.55128",64642
"AUS.55129",64643
"AUS.55130",64545
"AUS.55131",64546
"AUS.55132",64646
"AUS.55133",64649
"AUS.55134",64650
"AUS.55135",63256
"AUS.55136",63256
"AUS.55137",63256
"AUS.55138",63256
"AUS.55139",63256
"AUS.55140",63256
"AUS.55141",63256
"AUS.55142",63256
"AUS.55143",63256
"AUS.55144",63256
"AUS.55145",63256
"AUS.55146",63256
"AUS.55147",63256
"AUS.55148",63256
"AUS.55149",63256
"AUS.55150",63256
"AUS.55151",63256
"AUS.55152",63256
"AUS.55153",63256
"AUS.55154",63256
"AUS.55155",63256
"AUS.55156",63256
"AUS.55157",63256
"AUS.55158",63256
"AUS.55159",63985
"AUS.55160",62818
"AUS.55161",62818
"AUS.55162",62818
"AUS.55163",62818
"AUS.55164",62818
"AUS.55165",62818
"AUS.55166",62818
"AUS.55167",62818
"AUS.55168",62818
"AUS.55169",65142
"AUS.55170",65142
"AUS.55171",65142
"AUS.55172",65142
"AUS.55173",64876
"AUS.55174",64876
"AUS.55175",63891
"AUS.55176",63891
"AUS.55177",64693
"AUS.55178",64694
"AUS.55179",64695
"JPN.55180",64705
"AUS.55181",64643
"AUS.55182",64739
"AUS.55183",64545
"AUS.55184",64741
"AUS.55185",64743
"AUS.55186",64649
"AUS.55187",64650
"AUS.55188",63256
"AUS.55189",63256
"AUS.55190",63256
"AUS.55191",63256
"AUS.55192",63256
"AUS.55193",63256
"AUS.55194",63256
"AUS.55195",63256
"AUS.55196",63256
"AUS.55197",63256
"AUS.55198",63256
"AUS.55199",63256
"AUS.55200",63256
"AUS.55201",63256
"AUS.55202",63256
"AUS.55203",63256
"AUS.55204",63256
"AUS.55205",63256
"AUS.55206",63256
"AUS.55207",63256
"AUS.55208",63256
"AUS.55209",63256
"AUS.55210",63256
"AUS.55211",63256
"AUS.55212",63256
"AUS.55213",62818
"AUS.55214",62818
"AUS.55215",62818
"AUS.55216",62818
"AUS.55217",62818
"AUS.55218",62818
"AUS.55219",65142
"AUS.55220",65142
"AUS.55221",65142
"AUS.55222",65142
"AUS.55223",65142
"AUS.55224",65142
"AUS.55225",65142
"AUS.55226",64876
"AUS.55227",64878
"AUS.55228",64786
"AUS.55229",64787
"AUS.55230",65008
"AUS.55231",64643
"AUS.55232",65009
"AUS.55233",64834
"AUS.55234",64834
"AUS.55235",64836
"AUS.55236",65017
"AUS.55237",65017
"AUS.55238",63256
"AUS.55239",63256
"AUS.55240",63256
"AUS.55241",63256
"AUS.55242",63256
"AUS.55243",63256
"AUS.55244",63256
"AUS.55245",63256
"AUS.55246",63256
"AUS.55247",63256
"AUS.55248",63256
"AUS.55249",63256
"AUS.55250",63256
"AUS.55251",63256
"AUS.55252",63256
"AUS.55253",63256
"AUS.55254",63256
"AUS.55255",63256
"AUS.55256",63256
"AUS.55257",63256
"AUS.55258",63256
"AUS.55259",63256
"AUS.55260",63256
"AUS.55261",63256
"AUS.55262",63256
"AUS.55263",62818
"AUS.55264",62818
"AUS.55265",62818
"AUS.55266",65142
"AUS.55267",65142
"AUS.55268",65142
"AUS.55269",65142
"AUS.55270",65142
"AUS.55271",65142
"AUS.55272",65142
"AUS.55273",65142
"AUS.55274",65142
"AUS.55275",64876
"AUS.55276",65008
"AUS.55277",65009
"AUS.55278",65009
"AUS.55279",64924
"AUS.55280",64924
"AUS.55281",64927
"AUS.55282",65017
"AUS.55283",65017
"AUS.55284",65106
"AUS.55285",63256
"AUS.55286",63256
"AUS.55287",63256
"AUS.55288",63256
"AUS.55289",63256
"AUS.55290",63256
"AUS.55291",63256
"AUS.55292",63256
"AUS.55293",63256
"AUS.55294",63256
"AUS.55295",63256
"AUS.55296",63256
"AUS.55297",63256
"AUS.55298",63256
"AUS.55299",63256
"AUS.55300",63256
"AUS.55301",63256
"AUS.55302",63256
"AUS.55303",63256
"AUS.55304",63256
"AUS.55305",63256
"AUS.55306",63256
"AUS.55307",63256
"AUS.55308",63256
"AUS.55309",63256
"AUS.55310",65142
"AUS.55311",65142
"AUS.55312",65142
"AUS.55313",65142
"AUS.55314",65142
"AUS.55315",65142
"AUS.55316",65142
"AUS.55317",65142
"AUS.55318",65142
"AUS.55319",65055
"AUS.55320",64966
"AUS.55321",65008
"AUS.55322",65009
"AUS.55323",65009
"AUS.55324",64924
"AUS.55325",64924
"AUS.55326",65017
"AUS.55327",65017
"AUS.55328",65106
"AUS.55329",63256
"AUS.55330",63256
"AUS.55331",63256
"AUS.55332",63256
"AUS.55333",63256
"AUS.55334",63256
"AUS.55335",63256
"AUS.55336",63256
"AUS.55337",63256
"AUS.55338",63256
"AUS.55339",63256
"AUS.55340",63256
"AUS.55341",63256
"AUS.55342",63256
"AUS.55343",63256
"AUS.55344",63256
"AUS.55345",63256
"AUS.55346",63256
"AUS.55347",63256
"AUS.55348",63256
"AUS.55349",63256
"AUS.55350",63256
"AUS.55351",63256
"AUS.55352",63256
"AUS.55353",65579
"AUS.55354",65579
"AUS.55355",65579
"AUS.55356",65142
"AUS.55357",65142
"AUS.55358",65142
"AUS.55359",65142
"AUS.55360",65142
"AUS.55361",65142
"AUS.55362",65142
"AUS.55363",65142
"AUS.55364",65098
"AUS.55365",64924
"AUS.55366",64924
"AUS.55367",65102
"AUS.55368",65106
"AUS.55369",65106
"AUS.55370",63256
"AUS.55371",63256
"AUS.55372",63256
"AUS.55373",63256
"AUS.55374",63256
"AUS.55375",63256
"AUS.55376",63256
"AUS.55377",63256
"AUS.55378",63256
"AUS.55379",63256
"AUS.55380",63256
"AUS.55381",63256
"AUS.55382",63256
"AUS.55383",63256
"AUS.55384",63256
"AUS.55385",63256
"AUS.55386",63256
"AUS.55387",63256
"AUS.55388",63256
"AUS.55389",63256
"AUS.55390",63256
"AUS.55391",63256
"AUS.55392",63256
"AUS.55393",63256
"AUS.55394",63256
"AUS.55395",65579
"AUS.55396",65579
"AUS.55397",65579
"AUS.55398",65579
"AUS.55399",65142
"AUS.55400",65142
"AUS.55401",65142
"AUS.55402",65142
"AUS.55403",65142
"AUS.55404",65142
"AUS.55405",65187
"AUS.55406",65188
"AUS.55407",65189
"AUS.55408",65190
"AUS.55409",65191
"AUS.55410",65193
"AUS.55411",65193
"AUS.55412",65193
"AUS.55413",63256
"AUS.55414",63256
"AUS.55415",63256
"AUS.55416",63256
"AUS.55417",63256
"AUS.55418",63256
"AUS.55419",63256
"AUS.55420",63256
"AUS.55421",63256
"AUS.55422",63256
"AUS.55423",63256
"AUS.55424",63256
"AUS.55425",63256
"AUS.55426",63256
"AUS.55427",63256
"AUS.55428",63256
"AUS.55429",63256
"AUS.55430",63256
"AUS.55431",63256
"AUS.55432",63256
"AUS.55433",63256
"AUS.55434",65579
"AUS.55435",65579
"AUS.55436",65579
"AUS.55437",65579
"AUS.55438",65579
"AUS.55439",65579
"AUS.55440",65579
"AUS.55441",65229
"AUS.55442",65229
"AUS.55443",65229
"AUS.55444",65267
"AUS.55445",65193
"AUS.55446",65193
"AUS.55447",65193
"AUS.55448",63256
"AUS.55449",63256
"AUS.55450",63256
"AUS.55451",63256
"AUS.55452",63256
"AUS.55453",63256
"AUS.55454",63256
"AUS.55455",63256
"AUS.55456",63256
"AUS.55457",63256
"AUS.55458",63256
"AUS.55459",63256
"AUS.55460",63256
"AUS.55461",63256
"AUS.55462",63256
"AUS.55463",63256
"AUS.55464",63256
"AUS.55465",63256
"AUS.55466",63256
"AUS.55467",63256
"AUS.55468",65579
"AUS.55469",65579
"AUS.55470",65579
"AUS.55471",65579
"AUS.55472",65579
