CountryA3, Entity,Sector
PAK,Industries,Transport
PAK,Industries,Post and Telecommunications
PAK,Industries,Finacial Intermediation and Business Activities
PAK,Industries,Public Administration
PAK,Industries,"Education, Health and Other Services"
PAK,Industries,Private Households
PAK,Industries,Others
PAK,Industries,Re-export & Re-import
PAN,Industries,Agriculture
PAN,Industries,Fishing
PAN,Industries,Mining and Quarrying
PAN,Industries,Food & Beverages
PAN,Industries,Textiles and Wearing Apparel
PAN,Industries,Wood and Paper
PAN,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
PAN,Industries,Metal Products
PAN,Industries,Electrical and Machinery
PAN,Industries,Transport Equipment
PAN,Industries,Other Manufacturing
PAN,Industries,Recycling
PAN,Industries,"Electricity, Gas and Water"
PAN,Industries,Construction
PAN,Industries,Maintenance and Repair
PAN,Industries,Wholesale Trade
PAN,Industries,Retail Trade
PAN,Industries,Hotels and Restraurants
PAN,Industries,Transport
PAN,Industries,Post and Telecommunications
PAN,Industries,Finacial Intermediation and Business Activities
PAN,Industries,Public Administration
PAN,Industries,"Education, Health and Other Services"
PAN,Industries,Private Households
PAN,Industries,Others
PAN,Industries,Re-export & Re-import
PNG,Industries,Agriculture
PNG,Industries,Fishing
PNG,Industries,Mining and Quarrying
PNG,Industries,Food & Beverages
PNG,Industries,Textiles and Wearing Apparel
PNG,Industries,Wood and Paper
PNG,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
PNG,Industries,Metal Products
PNG,Industries,Electrical and Machinery
PNG,Industries,Transport Equipment
PNG,Industries,Other Manufacturing
PNG,Industries,Recycling
PNG,Industries,"Electricity, Gas and Water"
PNG,Industries,Construction
PNG,Industries,Maintenance and Repair
PNG,Industries,Wholesale Trade
PNG,Industries,Retail Trade
PNG,Industries,Hotels and Restraurants
PNG,Industries,Transport
PNG,Industries,Post and Telecommunications
PNG,Industries,Finacial Intermediation and Business Activities
PNG,Industries,Public Administration
PNG,Industries,"Education, Health and Other Services"
PNG,Industries,Private Households
PNG,Industries,Others
PNG,Industries,Re-export & Re-import
PRY,Industries,AGRICULTURE
PRY,Industries,LIVESTOCK
PRY,Industries,FORESTRY
PRY,Industries,FISHING
PRY,Industries,MINING
PRY,Industries,MEAT PRODUCTION
PRY,Industries,OIL PRODUCTION
PRY,Industries,DAIRY PRODUCTS
PRY,Industries,PRODUCTS OF THE MILLING AND BAKERY
PRY,Industries,SUGAR PRODUCTION
PRY,Industries,PRODUCTION OF OTHER FOOD PRODUCTS
PRY,Industries,BEVERAGE AND TOBACCO PRODUCTION
PRY,Industries,PRODUCTION OF TEXTILES AND CLOTHING
PRY,Industries,PRODUCTION OF LEATHER AND LEATHER PRODUCTS
PRY,Industries,MANUFACTURE OF WOOD AND WOOD PRODUCTS
PRY,Industries,INDUSTRY PAPER AND PAPER PRODUCTS
PRY,Industries,PETROLEUM REFINING
PRY,Industries,CHEMICAL INDUSTRY AND PHARMACEUTICALS
PRY,Industries,MANUFACTURE OF NON-METALLIC MINERAL PRODUCTS
PRY,Industries,MANUFACTURE OF METAL PRODUCTS
PRY,Industries,MANUFACTURE OF MACHINERY AND EQUIPMENT
PRY,Industries,OTHER MANUFACTURED PRODUCTS
PRY,Industries,ELECTRICITY AND WATER
PRY,Industries,CONSTRUCTION
PRY,Industries,TRADE
PRY,Industries,TRANSPORT
PRY,Industries,COMMUNICATIONS
PRY,Industries,FINANCE AND INSURANCE
PRY,Industries,RENTAL HOUSING SERVICES
PRY,Industries,BUSINESS SERVICES
PRY,Industries,RESTAURANTS AND HOTELS SERVICES
PRY,Industries,SERVICES TO HOUSEHOLDS
PRY,Industries,GOVERNMENT
PRY,Industries,REEXPORT
PRY,Commodities,Cotton
PRY,Commodities,sugar cane
PRY,Commodities,other industrial crops
PRY,Commodities,soybean
PRY,Commodities,other cereals
PRY,Commodities,tuber
PRY,Commodities,fruits and other agricultural
PRY,Commodities,cattle
PRY,Commodities,other livestock
PRY,Commodities,other animal products
PRY,Commodities,forest products
PRY,Commodities,fishery products
PRY,Commodities,Mining
PRY,Commodities,beef
PRY,Commodities,other meats
PRY,Commodities,vegetable oils and fats
PRY,Commodities,Dairy products
PRY,Commodities,milling and bakery products
PRY,Commodities,sugar
PRY,Commodities,other food products
PRY,Commodities,drinks and snuff
PRY,Commodities,Apparel
PRY,Commodities,Leather and leather products
PRY,Commodities,wood and wood products
PRY,Commodities,Paper and cardboard products
PRY,Commodities,fuels and lubricants
PRY,Commodities,chemicals
PRY,Commodities,pharmaceuticals and toiletries products
PRY,Commodities,rubber products and p
PRY,Commodities,non-metallic mineral products
PRY,Commodities,products of iron and nonferrous
PRY,Commodities,structural metal products
PRY,Commodities,"machinery, equipment and apparatus"
PRY,Commodities,Motor Vehicles
PRY,Commodities,other manufacured products
PRY,Commodities,electricity and water
PRY,Commodities,construction
PRY,Commodities,trade
PRY,Commodities,transport
PRY,Commodities,post and telecommunications
PRY,Commodities,Insurance and financial services
PRY,Commodities,Rental Housing
PRY,Commodities,business services
PRY,Commodities,hotels and restaurants
PRY,Commodities,household services
PRY,Commodities,government services
PRY,Commodities,REEXPORT
PER,Industries,"Agricultural, Hunting and Forestry products"
PER,Industries,Fishing Products
PER,Industries,Crude oil
PER,Industries,Mineral Products
PER,Industries,Dairy Products
PER,Industries,Fish Preservation
PER,Industries,Fishmeal and Fish Oil
PER,Industries,Products of Milling and Baking
PER,Industries,Sugar
PER,Industries,Other Foodstuffs
PER,Industries,Beverages and Snuff
PER,Industries,Textiles
PER,Industries,Apparel
PER,Industries,Leather and Leather items
PER,Industries,Footwear
PER,Industries,Wooden & Metal Furniture
PER,Industries,Paper and Paper Products
PER,Industries,Products of Printing and Publishing
PER,Industries,Basic Chemicals and Fertilizers
PER,Industries,Pharmaceutical products and Drugs
PER,Industries,Other Chemical Products
PER,Industries,Refined oil
PER,Industries,Rubber & Plastic Products
PER,Industries,Nonmetallic Mineral Products
PER,Industries,Steel Products
PER,Industries,Nonferrous Metal Products
PER,Industries,Various Metal Products
PER,Industries,Non-electrical machinery
PER,Industries,Machinery and Electrical Equipment
PER,Industries,Transport Material
PER,Industries,Other manufactured products
PER,Industries,Power and Water
PER,Industries,Construction
PER,Industries,Marketing Service
PER,Industries,Transport service and Communications
PER,Industries,Financial Services
PER,Industries,Insurance Services
PER,Industries,Real estate services
PER,Industries,Services to Companies
PER,Industries,Restaurants and Hotels services
PER,Industries,Services to merchant homes
PER,Industries,Services to homes
PER,Industries,Private Health Service
PER,Industries,Private Education Services
PER,Industries,Government Services
PER,Industries,Reexport
PER,Commodities,"Agricultural, Hunting and Forestry products"
PER,Commodities,Fishing Products
PER,Commodities,Crude oil
PER,Commodities,Mineral Products
PER,Commodities,Dairy Products
PER,Commodities,Fish Preservation
PER,Commodities,Fishmeal and Fish Oil
PER,Commodities,Products of Milling and Baking
PER,Commodities,Sugar
PER,Commodities,Other Food products
PER,Commodities,Beverages and Snuff
PER,Commodities,Textiles
PER,Commodities,Apparel
PER,Commodities,Leather and Leather items
PER,Commodities,Footwear
PER,Commodities,Wooden & Metal Furniture
PER,Commodities,Paper and Paper Products
PER,Commodities,Products of Printing and Publishing
PER,Commodities,Basic Chemicals and Fertilizers Prod
PER,Commodities,Pharmaceutical products and Drugs
PER,Commodities,Other Chemical Products
PER,Commodities,Refined oil
PER,Commodities,Rubber & Plastic Products
PER,Commodities,Nonmetallic Mineral Products
PER,Commodities,Steel Products
PER,Commodities,Nonferrous Metal Products
PER,Commodities,Various Metal Products
PER,Commodities,Non-electrical machinery
PER,Commodities,Machinery and Electrical Equipment
PER,Commodities,Transport Material
PER,Commodities,Other manufactured Products
PER,Commodities,Power and Water
PER,Commodities,Construction
PER,Commodities,Marketing Service
PER,Commodities,Transport service and Communications
PER,Commodities,Financial Services
PER,Commodities,Insurance Services
PER,Commodities,Real estate services
PER,Commodities,Services to Companies
PER,Commodities,Restaurants and Hotels services
PER,Commodities,Services to Companies
PER,Commodities,Services to homes
PER,Commodities,Private Health Service
PER,Commodities,Private Education Services
PER,Commodities,Government Services
PER,Commodities,Reexport
PHL,Commodities,Paddy
PHL,Commodities,Other grain
PHL,Commodities,Food crops
PHL,Commodities,Non-food crops
PHL,Commodities,Livestock and poultry
PHL,Commodities,Forestry
PHL,Commodities,Fishery
PHL,Commodities,Crude petroleum and natural gas
PHL,Commodities,Iron ore
PHL,Commodities,Other metallic ore
PHL,Commodities,Non-metallic ore and quarrying
PHL,Commodities,Milled grain and flour
PHL,Commodities,Fish products
PHL,Commodities,"Slaughtering, meat products and dairy products"
PHL,Commodities,Other food products
PHL,Commodities,Beverage
PHL,Commodities,Tobacco
PHL,Commodities,Spinning
PHL,Commodities,Weaving and dyeing
PHL,Commodities,Knitting
PHL,Commodities,Wearing apparel
PHL,Commodities,Other made-up textile products
PHL,Commodities,Leather and leather products
PHL,Commodities,Timber
PHL,Commodities,Wooden furniture
PHL,Commodities,Other wooden products
PHL,Commodities,Pulp and paper
PHL,Commodities,Printing and publishing
PHL,Commodities,Synthetic resins and fiber
PHL,Commodities,Basic industrial chemicals
PHL,Commodities,Chemical fertilizers and pesticides
PHL,Commodities,Drugs and medicine
PHL,Commodities,Other chemical products
PHL,Commodities,Refined petroleum and its products
PHL,Commodities,Plastic products
PHL,Commodities,Tires and tubes
PHL,Commodities,Other rubber products
PHL,Commodities,Cement and cement products
PHL,Commodities,Glass and glass products
PHL,Commodities,Other non-metallic mineral products
PHL,Commodities,Iron and steel
PHL,Commodities,Non-ferrous metal
PHL,Commodities,Metal products
PHL,Commodities,"Boilers, Engines and turbines"
PHL,Commodities,General machinery
PHL,Commodities,Metal working machinery
PHL,Commodities,Specialaized machinery
PHL,Commodities,Heavy Electrical equipment
PHL,Commodities,"Television sets, radios,audios and communication equipment"
PHL,Commodities,Electronic computing equipment
PHL,Commodities,Semiconductors and integrated circuits
PHL,Commodities,Other electronics and electronic products
PHL,Commodities,Household electrical equipment
PHL,Commodities,"Lighting fixtures, batteries, wiring and others"
PHL,Commodities,Motor vehicles
PHL,Commodities,Motor cycles
PHL,Commodities,Shipbuilding
PHL,Commodities,Other transport equipment
PHL,Commodities,Precision machines
PHL,Commodities,Other manufacturing products
PHL,Commodities,Electricity and gas
PHL,Commodities,Water supply
PHL,Commodities,Building construction
PHL,Commodities,Other construction
PHL,Commodities,Wholesale and retail trade
PHL,Commodities,Transportation
PHL,Commodities,Telephone and telecommunication
PHL,Commodities,Finance and insurance
PHL,Commodities,Real estate
PHL,Commodities,Education and research
PHL,Commodities,Medical and health service
PHL,Commodities,Restraunts
PHL,Commodities,Hotel
PHL,Commodities,Other services
PHL,Commodities,Unclassified
PHL,Commodities,Public administration
PHL,Commodities,Re-export
POL,Industries,"Agriculture, hunting and related service activities"
POL,Industries,"Forestry, logging and related service activities"
POL,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
POL,Industries,Mining of coal and lignite; extraction of peat
POL,Industries,Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying
POL,Industries,Mining of uranium and thorium ores
POL,Industries,Mining of metal ores
POL,Industries,Other mining and quarrying
POL,Industries,Manufacture of food products and beverages
POL,Industries,Manufacture of tobacco products
POL,Industries,Manufacture of textiles
POL,Industries,Manufacture of wearing apparel; dressing and dyeing of fur
POL,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
POL,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
POL,Industries,"Manufacture of pulp, paper and paper products"
POL,Industries,"Publishing, printing and reproduction of recorded media"
POL,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
POL,Industries,Manufacture of chemicals and chemical products
POL,Industries,Manufacture of rubber and plastic products
POL,Industries,Manufacture of other non-metallic mineral products
POL,Industries,Manufacture of basic metals
POL,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
POL,Industries,Manufacture of machinery and equipment n.e.c.
POL,Industries,Manufacture of office machinery and computers
POL,Industries,Manufacture of electrical machinery and apparatus n.e.c.
POL,Industries,"Manufacture of radio, television and communication equipment and apparatus"
POL,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
POL,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
POL,Industries,Manufacture of other transport equipment
POL,Industries,Manufacture of furniture; manufacturing n.e.c.
POL,Industries,Recycling
POL,Industries,"Electricity, gas, steam and hot water supply"
POL,Industries,"Collection, purification and distribution of water"
POL,Industries,Construction
POL,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
POL,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
POL,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
POL,Industries,Hotels and restaurants
POL,Industries,Land transport; transport via pipelines
POL,Industries,Water transport
POL,Industries,Air transport
POL,Industries,Supporting and auxiliary transport activities; activities of travel agencies
POL,Industries,Post and telecommunications
POL,Industries,"Financial intermediation, except insurance and pension funding"
POL,Industries,"Insurance and pension funding, except compulsory social security"
POL,Industries,Activities auxiliary to financial intermediation
POL,Industries,Real estate activities
POL,Industries,Renting of machinery and equipment without operator and of personal and household goods
POL,Industries,Computer and related activities
POL,Industries,Research and development
POL,Industries,Other business activities
POL,Industries,Public administration and defence; compulsory social security
POL,Industries,Education
POL,Industries,Health and social work
POL,Industries,"Sewage and refuse disposal, sanitation and similar activities"
POL,Industries,Activities of membership organisation n.e.c.
POL,Industries,"Recreational, cultural and sporting activities"
POL,Industries,Other service activities
POL,Industries,Private households with employed persons
POL,Industries,FISIM
POL,Industries,Re-export
POL,Commodities,"Products of agriculture, hunting and related services"
POL,Commodities,"Products of forestry, logging and related services"
POL,Commodities,Fish and other fishing products; services incidental of fishing
POL,Commodities,Coal and lignite; peat
POL,Commodities,Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying
POL,Commodities,Uranium and thorium ores
POL,Commodities,Metal ores
POL,Commodities,Other mining and quarrying products
POL,Commodities,Food products and beverages
POL,Commodities,Tobacco products
POL,Commodities,Textiles
POL,Commodities,Wearing apparel; furs
POL,Commodities,Leather and leather products
POL,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
POL,Commodities,"Pulp, paper and paper products"
POL,Commodities,Printed matter and recorded media
POL,Commodities,"Coke, refined petroleum products and nuclear fuels"
POL,Commodities,"Chemicals, chemical products and man-made fibres"
POL,Commodities,Rubber and plastic products
POL,Commodities,Other non-metallic mineral products
POL,Commodities,Basic metals
POL,Commodities,"Fabricated metal products, except machinery and equipment"
POL,Commodities,Machinery and equipment n.e.c.
POL,Commodities,Office machinery and computers
POL,Commodities,Electrical machinery and apparatus n.e.c.
POL,Commodities,"Radio, television and communication equipment and apparatus"
POL,Commodities,"Medical, precision and optical instruments, watches and clocks"
POL,Commodities,"Motor vehicles, trailers and semi-trailers"
POL,Commodities,Other transport equipment
POL,Commodities,Furniture; other manufactured goods n.e.c.
POL,Commodities,Secondary raw materials
POL,Commodities,"Electrical energy, gas, steam and hot water"
POL,Commodities,"Collected and purified water, distribution services of water"
POL,Commodities,Construction work
POL,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
POL,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
POL,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
POL,Commodities,Hotel and restaurant services
POL,Commodities,Land transport; transport via pipeline services
POL,Commodities,Water transport services
POL,Commodities,Air transport services
POL,Commodities,Supporting and auxiliary transport services; travel agency services
POL,Commodities,Post and telecommunication services
POL,Commodities,"Financial intermediation services, except insurance and pension funding services"
POL,Commodities,"Insurance and pension funding services, except compulsory social security services"
POL,Commodities,Services auxiliary to financial intermediation
POL,Commodities,Real estate services
POL,Commodities,Renting services of machinery and equipment without operator and of personal and household goods
POL,Commodities,Computer and related services
POL,Commodities,Research and development services
POL,Commodities,Other business services
POL,Commodities,Public administration and defence services; compulsory social security services
POL,Commodities,Education services
POL,Commodities,Health and social work services
POL,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
POL,Commodities,Membership organisation services n.e.c.
POL,Commodities,"Recreational, cultural and sporting services"
POL,Commodities,Other services
POL,Commodities,Private households with employed persons
POL,Commodities,FISIM
POL,Commodities,Re-export
PRT,Industries,"Agriculture, hunting and related service activities"
PRT,Industries,"Forestry, logging and related service activities"
PRT,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
PRT,Industries,Mining of coal and lignite; extraction of peat
PRT,Industries,Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying
PRT,Industries,Mining of uranium and thorium ores
PRT,Industries,Mining of metal ores
PRT,Industries,Other mining and quarrying
PRT,Industries,Manufacture of food products and beverages
PRT,Industries,Manufacture of tobacco products
PRT,Industries,Manufacture of textiles
PRT,Industries,Manufacture of wearing apparel; dressing and dyeing of fur
PRT,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
PRT,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
PRT,Industries,"Manufacture of pulp, paper and paper products"
PRT,Industries,"Publishing, printing and reproduction of recorded media"
PRT,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
PRT,Industries,Manufacture of chemicals and chemical products
PRT,Industries,Manufacture of rubber and plastic products
PRT,Industries,Manufacture of other non-metallic mineral products
PRT,Industries,Manufacture of basic metals
PRT,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
PRT,Industries,Manufacture of machinery and equipment n.e.c.
PRT,Industries,Manufacture of office machinery and computers
PRT,Industries,Manufacture of electrical machinery and apparatus n.e.c.
PRT,Industries,"Manufacture of radio, television and communication equipment and apparatus"
PRT,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
PRT,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
PRT,Industries,Manufacture of other transport equipment
PRT,Industries,Manufacture of furniture; manufacturing n.e.c.
PRT,Industries,Recycling
PRT,Industries,"Electricity, gas, steam and hot water supply"
PRT,Industries,"Collection, purification and distribution of water"
PRT,Industries,Construction
PRT,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
PRT,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
PRT,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
PRT,Industries,Hotels and restaurants
PRT,Industries,Land transport; transport via pipelines
PRT,Industries,Water transport
PRT,Industries,Air transport
PRT,Industries,Supporting and auxiliary transport activities; activities of travel agencies
PRT,Industries,Post and telecommunications
PRT,Industries,"Financial intermediation, except insurance and pension funding"
PRT,Industries,"Insurance and pension funding, except compulsory social security"
PRT,Industries,Activities auxiliary to financial intermediation
PRT,Industries,Real estate activities
PRT,Industries,Renting of machinery and equipment without operator and of personal and household goods
PRT,Industries,Computer and related activities
PRT,Industries,Research and development
PRT,Industries,Other business activities
PRT,Industries,Public administration and defence; compulsory social security
PRT,Industries,Education
PRT,Industries,Health and social work
PRT,Industries,"Sewage and refuse disposal, sanitation and similar activities"
PRT,Industries,Activities of membership organisation n.e.c.
PRT,Industries,"Recreational, cultural and sporting activities"
PRT,Industries,Other service activities
PRT,Industries,Private households with employed persons
PRT,Industries,FISIM
PRT,Industries,Re-export
PRT,Commodities,"Products of agriculture, hunting and related services"
PRT,Commodities,"Products of forestry, logging and related services"
PRT,Commodities,Fish and other fishing products; services incidental of fishing
PRT,Commodities,Coal and lignite; peat
PRT,Commodities,Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying
PRT,Commodities,Uranium and thorium ores
PRT,Commodities,Metal ores
PRT,Commodities,Other mining and quarrying products
PRT,Commodities,Food products and beverages
PRT,Commodities,Tobacco products
PRT,Commodities,Textiles
PRT,Commodities,Wearing apparel; furs
PRT,Commodities,Leather and leather products
PRT,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
PRT,Commodities,"Pulp, paper and paper products"
PRT,Commodities,Printed matter and recorded media
PRT,Commodities,"Coke, refined petroleum products and nuclear fuels"
PRT,Commodities,"Chemicals, chemical products and man-made fibres"
PRT,Commodities,Rubber and plastic products
PRT,Commodities,Other non-metallic mineral products
PRT,Commodities,Basic metals
PRT,Commodities,"Fabricated metal products, except machinery and equipment"
PRT,Commodities,Machinery and equipment n.e.c.
PRT,Commodities,Office machinery and computers
PRT,Commodities,Electrical machinery and apparatus n.e.c.
PRT,Commodities,"Radio, television and communication equipment and apparatus"
PRT,Commodities,"Medical, precision and optical instruments, watches and clocks"
PRT,Commodities,"Motor vehicles, trailers and semi-trailers"
PRT,Commodities,Other transport equipment
PRT,Commodities,Furniture; other manufactured goods n.e.c.
PRT,Commodities,Secondary raw materials
PRT,Commodities,"Electrical energy, gas, steam and hot water"
PRT,Commodities,"Collected and purified water, distribution services of water"
PRT,Commodities,Construction work
PRT,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
PRT,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
PRT,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
PRT,Commodities,Hotel and restaurant services
PRT,Commodities,Land transport; transport via pipeline services
PRT,Commodities,Water transport services
PRT,Commodities,Air transport services
PRT,Commodities,Supporting and auxiliary transport services; travel agency services
PRT,Commodities,Post and telecommunication services
PRT,Commodities,"Financial intermediation services, except insurance and pension funding services"
PRT,Commodities,"Insurance and pension funding services, except compulsory social security services"
PRT,Commodities,Services auxiliary to financial intermediation
PRT,Commodities,Real estate services
PRT,Commodities,Renting services of machinery and equipment without operator and of personal and household goods
PRT,Commodities,Computer and related services
PRT,Commodities,Research and development services
PRT,Commodities,Other business services
PRT,Commodities,Public administration and defence services; compulsory social security services
PRT,Commodities,Education services
PRT,Commodities,Health and social work services
PRT,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
PRT,Commodities,Membership organisation services n.e.c.
PRT,Commodities,"Recreational, cultural and sporting services"
PRT,Commodities,Other services
PRT,Commodities,Private households with employed persons
PRT,Commodities,FISIM
PRT,Commodities,Re-export
QAT,Industries,Agriculture
QAT,Industries,Fishing
QAT,Industries,Mining and Quarrying
QAT,Industries,Food & Beverages
QAT,Industries,Textiles and Wearing Apparel
QAT,Industries,Wood and Paper
QAT,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
QAT,Industries,Metal Products
QAT,Industries,Electrical and Machinery
QAT,Industries,Transport Equipment
QAT,Industries,Other Manufacturing
QAT,Industries,Recycling
QAT,Industries,"Electricity, Gas and Water"
QAT,Industries,Construction
QAT,Industries,Maintenance and Repair
QAT,Industries,Wholesale Trade
QAT,Industries,Retail Trade
QAT,Industries,Hotels and Restraurants
QAT,Industries,Transport
QAT,Industries,Post and Telecommunications
QAT,Industries,Finacial Intermediation and Business Activities
QAT,Industries,Public Administration
QAT,Industries,"Education, Health and Other Services"
QAT,Industries,Private Households
QAT,Industries,Others
QAT,Industries,Re-export & Re-import
KOR,Commodities,Crops
KOR,Commodities,Livestock breeding
KOR,Commodities,Forestry products
KOR,Commodities,Fishery products
KOR,Commodities,Coal mining
KOR,Commodities,Crude petroleum and natural gas
KOR,Commodities,Metal ores
KOR,Commodities,Nonmetallic minerals
KOR,Commodities,Meat and dairy products
KOR,Commodities,Processed seafood products
KOR,Commodities,"Polished grains, flour and milled cereals"
KOR,Commodities,Sugar and starches
KOR,Commodities,"Bakery and confectionery products, noodles"
KOR,Commodities,Seasonings and fats and oils
KOR,Commodities,Canned or cured fruits and vegetables and misc. food preparations
KOR,Commodities,Beverages
KOR,Commodities,Prepared livestock feeds
KOR,Commodities,Tobacco products
KOR,Commodities,Fiber yarn
KOR,Commodities,Fiber fabrics
KOR,Commodities,Wearing apparels and apparel accessories
KOR,Commodities,Other fabricated textile products
KOR,Commodities,Leather and fur products
KOR,Commodities,Wood and wooden products
KOR,Commodities,Pulp and paper
KOR,Commodities,"Printing, publishing and reproduction of recorded media"
KOR,Commodities,Coal products
KOR,Commodities,Petroleum refinery products
KOR,Commodities,Organic basic chemical products
KOR,Commodities,Inorganic basic chemical products
KOR,Commodities,Synthetic resins and synthetic rubber
KOR,Commodities,Chemical fibers
KOR,Commodities,Fertilizers and agricultural chemicals
KOR,Commodities,"Drugs, cosmetics, and soap"
KOR,Commodities,Other chemical products
KOR,Commodities,Plastic products
KOR,Commodities,Rubber products
KOR,Commodities,Glass products
KOR,Commodities,Pottery and clay products
KOR,Commodities,Cement and concrete products
KOR,Commodities,Other nonmetallic mineral products
KOR,Commodities,Pig iron and crude steel
KOR,Commodities,Primary iron and steel products
KOR,Commodities,Nonferrous metal ingots and primary nonferrous metal products
KOR,Commodities,Fabricated metal products
KOR,Commodities,Machinery and equipment of general purpose
KOR,Commodities,Machinery and equipment of special purpose
KOR,Commodities,"Electronic machinery, equipment, and supplies"
KOR,Commodities,Electronic components and accessories
KOR,Commodities,"Radio, television and communications equipment"
KOR,Commodities,Computer and office equipment
KOR,Commodities,Household electrical appliances
KOR,Commodities,Precision instruments
KOR,Commodities,Motor vehicles and parts
KOR,Commodities,Ship building and repairing
KOR,Commodities,Other transportation equipment
KOR,Commodities,Furniture
KOR,Commodities,Other manufacturing products
KOR,Commodities,Electric services
KOR,Commodities,Gas and water supply
KOR,Commodities,Building construction and repair
KOR,Commodities,Civil Engineering
KOR,Commodities,Wholesale and retail trade
KOR,Commodities,"Eating and drinking places, and hotels and other lodging places"
KOR,Commodities,Transportation and warehousing
KOR,Commodities,Communications and broadcasting
KOR,Commodities,Finance and insurance
KOR,Commodities,Real estate agencies and rental
KOR,Commodities,Business services
KOR,Commodities,Public administration and defense
KOR,Commodities,Educational and research services
KOR,Commodities,"Medical and health services, and social security"
KOR,Commodities,Culture and recreational services
KOR,Commodities,Other services
KOR,Commodities,Office supplies
KOR,Commodities,Business consumption expenditure
KOR,Commodities,Nonclassifiable activities
KOR,Commodities,Re-export and Re-import
MDA,Industries,Agriculture
MDA,Industries,Fishing
MDA,Industries,Mining and Quarrying
MDA,Industries,Food & Beverages
MDA,Industries,Textiles and Wearing Apparel
MDA,Industries,Wood and Paper
MDA,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
MDA,Industries,Metal Products
MDA,Industries,Electrical and Machinery
MDA,Industries,Transport Equipment
MDA,Industries,Other Manufacturing
MDA,Industries,Recycling
MDA,Industries,"Electricity, Gas and Water"
MDA,Industries,Construction
MDA,Industries,Maintenance and Repair
MDA,Industries,Wholesale Trade
MDA,Industries,Retail Trade
MDA,Industries,Hotels and Restraurants
MDA,Industries,Transport
MDA,Industries,Post and Telecommunications
MDA,Industries,Finacial Intermediation and Business Activities
MDA,Industries,Public Administration
MDA,Industries,"Education, Health and Other Services"
MDA,Industries,Private Households
MDA,Industries,Others
MDA,Industries,Re-export & Re-import
ROU,Industries,"Agriculture, hunting and related service activities"
ROU,Industries,"Forestry, logging and related service activities"
ROU,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
ROU,Industries,Mining of coal and lignite; extraction of peat
ROU,Industries,Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying
ROU,Industries,Mining of uranium and thorium ores
ROU,Industries,Mining of metal ores
ROU,Industries,Other mining and quarrying
ROU,Industries,Manufacture of food products and beverages
ROU,Industries,Manufacture of tobacco products
ROU,Industries,Manufacture of textiles
ROU,Industries,Manufacture of wearing apparel; dressing and dyeing of fur
ROU,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
ROU,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
ROU,Industries,"Manufacture of pulp, paper and paper products"
