CountryA3, Entity,Sector
BWA,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BWA,Industries,Metal Products
BWA,Industries,Electrical and Machinery
BWA,Industries,Transport Equipment
BWA,Industries,Other Manufacturing
BWA,Industries,Recycling
BWA,Industries,"Electricity, Gas and Water"
BWA,Industries,Construction
BWA,Industries,Maintenance and Repair
BWA,Industries,Wholesale Trade
BWA,Industries,Retail Trade
BWA,Industries,Hotels and Restraurants
BWA,Industries,Transport
BWA,Industries,Post and Telecommunications
BWA,Industries,Finacial Intermediation and Business Activities
BWA,Industries,Public Administration
BWA,Industries,"Education, Health and Other Services"
BWA,Industries,Private Households
BWA,Industries,Others
BWA,Industries,Re-export & Re-import
BRA,Industries,Agriculture and forestry
BRA,Industries,Grazing and fishing
BRA,Industries,Crude oil and natural gas
BRA,Industries,Iron ore
BRA,Industries,Other minerals and ores
BRA,Industries,Food and beverages
BRA,Industries,Tobacco products
BRA,Industries,Textiles
BRA,Industries,Clothing
BRA,Industries,Leather and footwear
BRA,Industries,Wood products except furniture
BRA,Industries,Cellulose and paper products
BRA,Industries,"Newspapers, magazines and electronic publishing"
BRA,Industries,Petroleum refining and coke products
BRA,Industries,Alcohol
BRA,Industries,Chemical products
BRA,Industries,Resins and elastomers
BRA,Industries,Pharmaceutical products
BRA,Industries,Pesticides
BRA,Industries,Soaps and detergents
BRA,Industries,"Inks, varnishes, enamels, lacquers"
BRA,Industries,Other chemical products
BRA,Industries,Rubber and plastic products
BRA,Industries,Cement
BRA,Industries,Other non-metallic mineral products
BRA,Industries,Manufacturing of steel and steel alloys
BRA,Industries,Non-ferrous metals
BRA,Industries,Fabricated metal products except machines and equipment
BRA,Industries,"Machines and equipment, including maintenance"
BRA,Industries,Household appliances
BRA,Industries,Office equipment
BRA,Industries,Electric machines and materials
BRA,Industries,Electronic and communication equipment
BRA,Industries,Medical and optical equipment
BRA,Industries,Passenger and light utility vejicles
BRA,Industries,Trucks and busses
BRA,Industries,Vehicle parts
BRA,Industries,Other transport equipment
BRA,Industries,Furniture and other manufacturing
BRA,Industries,"Electricity, gas, water, sewerage and drainage services"
BRA,Industries,Construction
BRA,Industries,Wholesale and retail trade
BRA,Industries,Transport and postal services
BRA,Industries,Information services
BRA,Industries,Finance and insurance
BRA,Industries,Property services and hiring
BRA,Industries,Maintenance and repair
BRA,Industries,Hotels and restaurants
BRA,Industries,Business services
BRA,Industries,Private education
BRA,Industries,Private health services
BRA,Industries,Other services
BRA,Industries,Public education
BRA,Industries,Public health services
BRA,Industries,Public administration and social security
BRA,Industries,Reexport
BRA,Commodities,Rice in the husk
BRA,Commodities,Corn in the husk
BRA,Commodities,Wheat grain and other cereals
BRA,Commodities,Sugar cane
BRA,Commodities,Soy grain
BRA,Commodities,Other product growing
BRA,Commodities,Manioc
BRA,Commodities,Tobacco leaves
BRA,Commodities,Cotton
BRA,Commodities,Citrus fruit
BRA,Commodities,Coffee
BRA,Commodities,Forestry products
BRA,Commodities,Beef and other live animals
BRA,Commodities,Milk from cows and other animals
BRA,Commodities,Live pigs
BRA,Commodities,Live birds
BRA,Commodities,Eggs of hens and other birds
BRA,Commodities,Fishing and aquaculture
BRA,Commodities,Crude oil and natural gas
BRA,Commodities,Iron ore
BRA,Commodities,Coal
BRA,Commodities,Non-ferrous metallic minerals
BRA,Commodities,Non-metallic minerals
BRA,Commodities,Abbattoirs
BRA,Commodities,Pork meat
BRA,Commodities,Chicken and other bird meat
BRA,Commodities,Processed fish
BRA,Commodities,Processed fruit
BRA,Commodities,"Oil, cakes, rind, flour and other raw soy products"
BRA,Commodities,Other vegetable oils except corn oil
BRA,Commodities,Processed soy oil
BRA,Commodities,Processed milk
BRA,Commodities,Milk products
BRA,Commodities,Rice and rice products
BRA,Commodities,Wheat flour
BRA,Commodities,Manioc flour
BRA,Commodities,Corn oil manufacturing and other grain preparations
BRA,Commodities,Refined sugar
BRA,Commodities,Roast and ground coffee
BRA,Commodities,Instant coffee
BRA,Commodities,Other food products
BRA,Commodities,Beverages
BRA,Commodities,Tobacco products
BRA,Commodities,Cotton ginning
BRA,Commodities,Woven fabrics
BRA,Commodities,Other textile products
BRA,Commodities,Clothing
BRA,Commodities,Leather products except footwear
BRA,Commodities,Footwear
BRA,Commodities,Wood products except furniture
BRA,Commodities,Cellulose for paper manufacturing
BRA,Commodities,"Paper, cardboard and paper products"
BRA,Commodities,"Newspapers, magazines, and electronic publishing"
BRA,Commodities,LPG
BRA,Commodities,Automotive petrol
BRA,Commodities,Gasoalcohol
BRA,Commodities,Fuel oil
BRA,Commodities,Automotive Diesel Oil
BRA,Commodities,Other refinery and coke products
BRA,Commodities,Alcohol
BRA,Commodities,Inorganic chemicals
BRA,Commodities,Organic chemicals
BRA,Commodities,Resin and elastomer products
BRA,Commodities,Pharmaceutic products
BRA,Commodities,Pesticides
BRA,Commodities,Soaps and detergents
BRA,Commodities,"Inks, varnishes, enamels, lacquers"
BRA,Commodities,Other chemical products
BRA,Commodities,Rubber products
BRA,Commodities,Plastic products
BRA,Commodities,Cement
BRA,Commodities,Other non-metallic mineral products
BRA,Commodities,Pig iron and iron alloys
BRA,Commodities,"Semi-fabricates, laminates, bar and tubes of steel"
BRA,Commodities,Metallurgic non-ferrous metal products
BRA,Commodities,Cast steel
BRA,Commodities,Fabricated metal products except machines and equipment
BRA,Commodities,"Machines and equipment, including maintenance"
BRA,Commodities,Household appliances
BRA,Commodities,Office equipment
BRA,Commodities,Electric machines and materials
BRA,Commodities,Electronic and communication equipment
BRA,Commodities,Medical and optical equipment
BRA,Commodities,Passenger and light utility vejicles
BRA,Commodities,Trucks and busses
BRA,Commodities,Vehicle parts
BRA,Commodities,Other transport equipment
BRA,Commodities,Furniture and other manufacturing
BRA,Commodities,Recycled scrap
BRA,Commodities,"Electricity, gas, water, sewerage and drainage services"
BRA,Commodities,Construction
BRA,Commodities,Wholesale and retail trade
BRA,Commodities,Freight transport
BRA,Commodities,Passenger transport
BRA,Commodities,Postal services
BRA,Commodities,Information services
BRA,Commodities,Finance and insurance
BRA,Commodities,Property services and hiring
BRA,Commodities,Imputed rent
BRA,Commodities,Maintenance and repair
BRA,Commodities,Hotels and restaurants
BRA,Commodities,Business services
BRA,Commodities,Private education
BRA,Commodities,Private health services
BRA,Commodities,Personal services
BRA,Commodities,Services rendered by associations and interest groups
BRA,Commodities,Household services
BRA,Commodities,Public education
BRA,Commodities,Public health services
BRA,Commodities,Public administration and social security
BRA,Commodities,Reexport
VGB,Industries,Agriculture
VGB,Industries,Fishing
VGB,Industries,Mining and Quarrying
VGB,Industries,Food & Beverages
VGB,Industries,Textiles and Wearing Apparel
VGB,Industries,Wood and Paper
VGB,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
VGB,Industries,Metal Products
VGB,Industries,Electrical and Machinery
VGB,Industries,Transport Equipment
VGB,Industries,Other Manufacturing
VGB,Industries,Recycling
VGB,Industries,"Electricity, Gas and Water"
VGB,Industries,Construction
VGB,Industries,Maintenance and Repair
VGB,Industries,Wholesale Trade
VGB,Industries,Retail Trade
VGB,Industries,Hotels and Restraurants
VGB,Industries,Transport
VGB,Industries,Post and Telecommunications
VGB,Industries,Finacial Intermediation and Business Activities
VGB,Industries,Public Administration
VGB,Industries,"Education, Health and Other Services"
VGB,Industries,Private Households
VGB,Industries,Others
VGB,Industries,Re-export & Re-import
BRN,Industries,Agriculture
BRN,Industries,Fishing
BRN,Industries,Mining and Quarrying
BRN,Industries,Food & Beverages
BRN,Industries,Textiles and Wearing Apparel
BRN,Industries,Wood and Paper
BRN,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BRN,Industries,Metal Products
BRN,Industries,Electrical and Machinery
BRN,Industries,Transport Equipment
BRN,Industries,Other Manufacturing
BRN,Industries,Recycling
BRN,Industries,"Electricity, Gas and Water"
BRN,Industries,Construction
BRN,Industries,Maintenance and Repair
BRN,Industries,Wholesale Trade
BRN,Industries,Retail Trade
BRN,Industries,Hotels and Restraurants
BRN,Industries,Transport
BRN,Industries,Post and Telecommunications
BRN,Industries,Finacial Intermediation and Business Activities
BRN,Industries,Public Administration
BRN,Industries,"Education, Health and Other Services"
BRN,Industries,Private Households
BRN,Industries,Others
BRN,Industries,Re-export & Re-import
BGR,Industries,Agriculture
BGR,Industries,Fishing
BGR,Industries,Mining and Quarrying
BGR,Industries,Food & Beverages
BGR,Industries,Textiles and Wearing Apparel
BGR,Industries,Wood and Paper
BGR,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BGR,Industries,Metal Products
BGR,Industries,Electrical and Machinery
BGR,Industries,Transport Equipment
BGR,Industries,Other Manufacturing
BGR,Industries,Recycling
BGR,Industries,"Electricity, Gas and Water"
BGR,Industries,Construction
BGR,Industries,Maintenance and Repair
BGR,Industries,Wholesale Trade
BGR,Industries,Retail Trade
BGR,Industries,Hotels and Restraurants
BGR,Industries,Transport
BGR,Industries,Post and Telecommunications
BGR,Industries,Finacial Intermediation and Business Activities
BGR,Industries,Public Administration
BGR,Industries,"Education, Health and Other Services"
BGR,Industries,Private Households
BGR,Industries,Others
BGR,Industries,Re-export & Re-import
BFA,Industries,Agriculture
BFA,Industries,Fishing
BFA,Industries,Mining and Quarrying
BFA,Industries,Food & Beverages
BFA,Industries,Textiles and Wearing Apparel
BFA,Industries,Wood and Paper
BFA,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BFA,Industries,Metal Products
BFA,Industries,Electrical and Machinery
BFA,Industries,Transport Equipment
BFA,Industries,Other Manufacturing
BFA,Industries,Recycling
BFA,Industries,"Electricity, Gas and Water"
BFA,Industries,Construction
BFA,Industries,Maintenance and Repair
BFA,Industries,Wholesale Trade
BFA,Industries,Retail Trade
BFA,Industries,Hotels and Restraurants
BFA,Industries,Transport
BFA,Industries,Post and Telecommunications
BFA,Industries,Finacial Intermediation and Business Activities
BFA,Industries,Public Administration
BFA,Industries,"Education, Health and Other Services"
BFA,Industries,Private Households
BFA,Industries,Others
BFA,Industries,Re-export & Re-import
BDI,Industries,Agriculture
BDI,Industries,Fishing
BDI,Industries,Mining and Quarrying
BDI,Industries,Food & Beverages
BDI,Industries,Textiles and Wearing Apparel
BDI,Industries,Wood and Paper
BDI,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BDI,Industries,Metal Products
BDI,Industries,Electrical and Machinery
BDI,Industries,Transport Equipment
BDI,Industries,Other Manufacturing
BDI,Industries,Recycling
BDI,Industries,"Electricity, Gas and Water"
BDI,Industries,Construction
BDI,Industries,Maintenance and Repair
BDI,Industries,Wholesale Trade
BDI,Industries,Retail Trade
BDI,Industries,Hotels and Restraurants
BDI,Industries,Transport
BDI,Industries,Post and Telecommunications
BDI,Industries,Finacial Intermediation and Business Activities
BDI,Industries,Public Administration
BDI,Industries,"Education, Health and Other Services"
BDI,Industries,Private Households
BDI,Industries,Others
BDI,Industries,Re-export & Re-import
KHM,Industries,Agriculture
KHM,Industries,Fishing
KHM,Industries,Mining and Quarrying
KHM,Industries,Food & Beverages
KHM,Industries,Textiles and Wearing Apparel
KHM,Industries,Wood and Paper
KHM,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
KHM,Industries,Metal Products
KHM,Industries,Electrical and Machinery
KHM,Industries,Transport Equipment
KHM,Industries,Other Manufacturing
KHM,Industries,Recycling
KHM,Industries,"Electricity, Gas and Water"
KHM,Industries,Construction
KHM,Industries,Maintenance and Repair
KHM,Industries,Wholesale Trade
KHM,Industries,Retail Trade
KHM,Industries,Hotels and Restraurants
KHM,Industries,Transport
KHM,Industries,Post and Telecommunications
KHM,Industries,Finacial Intermediation and Business Activities
KHM,Industries,Public Administration
KHM,Industries,"Education, Health and Other Services"
KHM,Industries,Private Households
KHM,Industries,Others
KHM,Industries,Re-export & Re-import
CMR,Industries,Agriculture
CMR,Industries,Fishing
CMR,Industries,Mining and Quarrying
CMR,Industries,Food & Beverages
CMR,Industries,Textiles and Wearing Apparel
CMR,Industries,Wood and Paper
CMR,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
CMR,Industries,Metal Products
CMR,Industries,Electrical and Machinery
CMR,Industries,Transport Equipment
CMR,Industries,Other Manufacturing
CMR,Industries,Recycling
CMR,Industries,"Electricity, Gas and Water"
CMR,Industries,Construction
CMR,Industries,Maintenance and Repair
